,,,Original Canvass Results,,,,,,,,,,,,,,,,,,,Recount Canvass Results,,,,,,,,,,,,,,,,,
BROWN ,TOWN OF HUMBOLDT,TOWN OF HUMBOLDT Wards 1-2,748,488,222,2,22,5,0,2,0,3,0,0,0,0,0,0,0,4,,748,488,222,2,22,5,0,2,0,3,0,0,0,0,0,0,0,4
BROWN ,TOWN OF LAWRENCE,TOWN OF LAWRENCE Wards 1-3,1408,842,483,6,44,10,0,0,0,8,0,0,0,0,0,0,0,15,,1408,842,483,6,44,10,0,0,0,8,0,0,0,0,0,0,0,15
BROWN ,TOWN OF LAWRENCE,TOWN OF LAWRENCE Wards 4-6,1666,1065,507,4,63,11,0,0,0,4,0,0,0,0,0,0,0,12,,1665,1064,507,4,63,11,0,0,0,4,0,0,0,0,0,0,0,12
BROWN ,TOWN OF LEDGEVIEW,"TOWN OF LEDGEVIEW Wards 1-3,8-10",2318,1315,851,6,100,14,2,1,0,7,0,0,0,0,0,0,0,22,,2318,1315,851,6,100,14,2,1,0,7,0,0,0,0,0,0,0,22
BROWN ,TOWN OF LEDGEVIEW,TOWN OF LEDGEVIEW Wards 4-7,2013,1154,729,4,87,19,0,1,0,3,0,0,0,0,0,0,0,16,,2014,1154,729,4,87,19,0,1,0,4,0,0,0,0,0,0,0,16
BROWN ,TOWN OF MORRISON,TOWN OF MORRISON Wards 1-2,879,653,173,4,39,6,2,0,0,0,0,0,0,0,0,0,0,2,,879,653,173,4,39,6,2,0,0,0,0,0,0,0,0,0,0,2
BROWN ,TOWN OF NEW DENMARK,TOWN OF NEW DENMARK Wards 1-3,940,598,294,4,30,9,0,0,0,3,0,0,0,0,0,0,0,2,,940,598,294,4,30,9,0,0,0,3,0,0,0,0,0,0,0,2
BROWN ,TOWN OF PITTSFIELD,TOWN OF PITTSFIELD Wards 1-3,1645,1077,480,3,64,10,1,0,0,5,0,0,0,0,0,0,0,5,,1647,1079,480,3,64,10,1,0,0,5,0,0,0,0,0,0,0,5
BROWN ,TOWN OF ROCKLAND,TOWN OF ROCKLAND Wards 1-3,1095,692,338,10,37,7,0,0,0,4,2,0,0,0,0,0,0,5,,1095,692,338,10,37,7,0,0,0,4,2,0,0,0,0,0,0,5
BROWN ,TOWN OF SCOTT,TOWN OF SCOTT Wards 1-4,2274,1294,868,8,58,18,1,2,0,0,0,0,0,0,0,0,0,25,,2274,1294,868,8,58,18,1,2,0,0,0,0,0,0,0,0,0,25
BROWN ,TOWN OF WRIGHTSTOWN,TOWN OF WRIGHTSTOWN Wards 1-3,1250,820,365,4,39,9,0,0,0,3,1,0,0,0,0,0,0,9,,1251,820,365,4,39,9,0,0,0,4,1,0,0,0,0,0,0,9
BROWN ,VILLAGE OF ALLOUEZ,VILLAGE OF ALLOUEZ Ward 1-2,2057,857,1013,11,106,35,0,1,0,12,0,0,0,0,0,0,0,22,,2053,856,1010,11,106,35,0,1,0,12,0,0,0,0,0,0,0,22
BROWN ,VILLAGE OF ALLOUEZ,VILLAGE OF ALLOUEZ Ward 3-4,1792,848,850,4,55,9,0,2,0,3,0,0,1,0,0,0,0,20,,1793,847,852,4,55,9,0,2,0,3,0,0,1,0,0,0,0,20
BROWN ,VILLAGE OF ALLOUEZ,VILLAGE OF ALLOUEZ Ward 5-6,2277,1134,988,6,85,11,2,2,0,17,0,0,0,0,0,0,0,32,,2278,1135,988,6,85,11,2,2,0,17,0,0,0,0,0,0,0,32
BROWN ,VILLAGE OF ALLOUEZ,VILLAGE OF ALLOUEZ Ward 7-9,1849,926,801,3,64,19,2,2,0,13,0,0,0,0,0,0,0,19,,1849,926,801,3,64,19,2,2,0,13,0,0,0,0,0,0,0,19
BROWN ,VILLAGE OF ALLOUEZ,VILLAGE OF ALLOUEZ Ward 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROWN ,VILLAGE OF ASHWAUBENON,VILLAGE OF ASHWAUBENON Wards 1-2,1234,592,521,12,69,19,1,1,0,2,0,0,0,0,0,0,0,17,,1234,592,521,12,69,19,1,1,0,2,0,0,0,0,0,0,0,17
BROWN ,VILLAGE OF ASHWAUBENON,VILLAGE OF ASHWAUBENON Wards 3-4,1259,668,501,10,46,21,0,0,0,0,0,0,0,0,0,0,0,13,,1259,668,501,10,46,21,0,0,0,0,0,0,0,0,0,0,0,13
BROWN ,VILLAGE OF ASHWAUBENON,VILLAGE OF ASHWAUBENON Wards 5-6,1476,738,642,8,60,14,0,1,0,0,0,0,0,0,0,0,0,13,,1478,739,643,8,60,14,0,1,0,0,0,0,0,0,0,0,0,13
BROWN ,VILLAGE OF ASHWAUBENON,VILLAGE OF ASHWAUBENON Wards 7-8,1747,964,681,3,64,14,0,1,0,6,0,0,0,0,0,0,0,14,,1747,964,681,3,64,14,0,1,0,6,0,0,0,0,0,0,0,14
BROWN ,VILLAGE OF ASHWAUBENON,VILLAGE OF ASHWAUBENON Wards 9-10,1943,1106,721,5,74,16,0,0,0,5,0,0,0,0,0,0,0,16,,1943,1106,721,5,74,16,0,0,0,5,0,0,0,0,0,0,0,16
BROWN ,VILLAGE OF ASHWAUBENON,VILLAGE OF ASHWAUBENON Wards 11-12,1647,804,735,3,62,16,0,1,0,7,0,0,0,0,0,0,0,19,,1648,804,735,3,63,16,0,1,0,7,0,0,0,0,0,0,0,19
BROWN ,VILLAGE OF BELLEVUE,VILLAGE OF BELLEVUE Wards 1-6,3726,1816,1689,15,137,36,1,1,0,2,0,0,0,0,0,0,0,29,,3727,1816,1690,15,137,36,1,1,0,2,0,0,0,0,0,0,0,29
BROWN ,VILLAGE OF BELLEVUE,VILLAGE OF BELLEVUE Wards 7-10,4261,2406,1628,15,145,27,1,0,0,0,3,0,0,0,0,0,0,36,,4261,2406,1628,15,145,27,1,0,0,0,3,0,0,0,0,0,0,36
BROWN ,VILLAGE OF DENMARK,VILLAGE OF DENMARK Wards 1-3,1067,645,361,1,38,11,0,2,0,4,0,0,0,0,0,0,0,5,,1068,646,361,1,38,11,0,2,0,4,0,0,0,0,0,0,0,5
BROWN ,VILLAGE OF HOBART,VILLAGE OF HOBART Wards 1-8,4615,2623,1701,16,166,46,3,1,0,1,0,0,0,0,0,0,0,58,,4615,2623,1701,16,166,46,3,1,0,1,0,0,0,0,0,0,0,58
BROWN ,VILLAGE OF HOBART,VILLAGE OF HOBART Ward 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROWN ,VILLAGE OF HOWARD,"VILLAGE OF HOWARD Wards 1,12",1108,640,399,5,38,11,1,1,0,2,0,0,0,0,0,0,0,11,,1108,640,399,5,38,11,1,1,0,2,0,0,0,0,0,0,0,11
BROWN ,VILLAGE OF HOWARD,"VILLAGE OF HOWARD Wards 2,8,11",2487,1408,944,7,80,16,1,0,0,8,0,0,0,0,0,0,0,23,,2487,1408,944,7,80,16,1,0,0,8,0,0,0,0,0,0,0,23
BROWN ,VILLAGE OF HOWARD,"VILLAGE OF HOWARD Wards 3-4,6",1339,691,556,1,54,22,2,0,0,0,0,0,0,0,0,0,0,13,,1338,691,555,1,54,22,2,0,0,0,0,0,0,0,0,0,0,13
BROWN ,VILLAGE OF HOWARD,VILLAGE OF HOWARD Ward 5,379,229,129,0,15,2,0,0,0,0,0,0,0,0,0,0,0,4,,380,230,129,0,15,2,0,0,0,0,0,0,0,0,0,0,0,4
BROWN ,VILLAGE OF HOWARD,VILLAGE OF HOWARD Ward 7,678,406,239,4,22,3,0,0,0,0,0,0,0,0,0,0,0,4,,678,406,239,4,22,3,0,0,0,0,0,0,0,0,0,0,0,4
BROWN ,VILLAGE OF HOWARD,"VILLAGE OF HOWARD Wards 9-10,18",1768,956,712,2,68,16,1,0,0,9,0,0,0,0,0,0,0,4,,1768,956,712,2,68,16,1,0,0,9,0,0,0,0,0,0,0,4
BROWN ,VILLAGE OF HOWARD,VILLAGE OF HOWARD Wards 13-14,1116,678,382,7,37,6,0,0,0,1,0,0,0,0,0,0,0,5,,1116,678,382,7,37,6,0,0,0,1,0,0,0,0,0,0,0,5
BROWN ,VILLAGE OF HOWARD,VILLAGE OF HOWARD Wards 15-16,1476,908,490,5,49,12,0,0,0,0,0,0,0,0,0,0,0,12,,1476,908,490,5,49,12,0,0,0,0,0,0,0,0,0,0,0,12
BROWN ,VILLAGE OF PULASKI,"VILLAGE OF PULASKI Wards 1-3,6",1525,912,523,6,56,15,3,2,0,3,1,0,0,0,0,0,0,4,,1525,912,523,6,56,15,3,2,0,3,1,0,0,0,0,0,0,4
BROWN ,VILLAGE OF SUAMICO,VILLAGE OF SUAMICO Ward 1-4,3351,2233,959,11,98,13,0,1,0,9,0,0,0,0,0,0,0,27,,3352,2234,959,11,98,13,0,1,0,9,0,0,0,0,0,0,0,27
BROWN ,VILLAGE OF SUAMICO,VILLAGE OF SUAMICO Ward 5-8,3980,2515,1241,10,161,19,1,0,0,8,2,0,0,0,0,0,0,23,,3980,2515,1241,10,161,19,1,0,0,8,2,0,0,0,0,0,0,23
BROWN ,VILLAGE OF WRIGHTSTOWN,VILLAGE OF WRIGHTSTOWN Wards 1-3,1374,836,448,5,61,12,1,1,0,6,0,0,0,0,0,0,0,4,,1374,836,448,5,61,12,1,1,0,6,0,0,0,0,0,0,0,4
BROWN ,CITY OF DE PERE,CITY OF DE PERE Wards 1-4,3558,1698,1645,9,136,30,2,0,0,4,1,0,0,0,2,0,0,31,,3565,1700,1650,9,136,30,2,0,0,4,1,0,0,0,2,0,0,31
BROWN ,CITY OF DE PERE,CITY OF DE PERE Ward 5,231,88,131,1,6,3,0,0,0,0,0,0,0,0,0,0,0,2,,231,88,131,1,6,3,0,0,0,0,0,0,0,0,0,0,0,2
BROWN ,CITY OF DE PERE,CITY OF DE PERE Wards 6-8,2511,1189,1113,13,120,36,1,2,0,8,0,0,0,0,0,0,0,29,,2511,1189,1113,13,120,36,1,2,0,8,0,0,0,0,0,0,0,29
BROWN ,CITY OF DE PERE,"CITY OF DE PERE Wards 9,18",645,312,285,1,25,9,0,0,0,5,0,0,0,0,0,0,0,8,,645,312,285,1,25,9,0,0,0,5,0,0,0,0,0,0,0,8
BROWN ,CITY OF DE PERE,CITY OF DE PERE Wards 10-12,3070,1485,1348,12,143,37,2,1,0,0,0,0,0,0,0,0,0,42,,3070,1485,1348,12,143,37,2,1,0,12,1,0,0,0,0,0,0,29
BROWN ,CITY OF DE PERE,CITY OF DE PERE Wards 13-15,3220,1712,1292,12,136,22,0,8,0,11,0,0,0,0,0,0,0,27,,3220,1712,1292,12,136,22,0,8,0,11,0,0,0,0,0,0,0,27
BROWN ,CITY OF DE PERE,CITY OF DE PERE Wards 16-17,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 1,14,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,14,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 2,1226,641,511,3,45,8,0,0,0,4,0,0,0,0,0,0,0,14,,1226,641,511,3,45,8,0,0,0,4,0,0,0,0,0,0,0,14
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 3,1769,675,900,8,106,49,1,3,0,4,0,0,0,0,0,0,0,23,,1769,675,900,8,106,49,1,3,0,4,0,0,0,0,0,0,0,23
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 4,1857,963,760,8,77,18,0,2,0,1,0,0,0,0,0,0,0,28,,1857,963,760,8,77,18,0,2,0,1,0,0,0,0,0,0,0,28
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 5,745,389,311,4,28,2,0,0,0,2,0,0,0,0,0,0,0,9,,746,390,311,4,28,2,0,0,0,2,0,0,0,0,0,0,0,9
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 6,1651,907,648,9,60,11,0,1,0,2,0,0,0,0,0,0,0,13,,1652,907,649,9,60,11,0,1,0,2,0,0,0,0,0,0,0,13
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 7,970,526,389,0,31,11,1,1,0,2,0,0,0,0,0,0,0,9,,970,526,389,0,31,11,1,1,0,2,0,0,0,0,0,0,0,9
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 8,1598,810,710,2,42,12,0,0,0,5,0,0,0,0,0,0,0,17,,1600,811,711,2,42,12,0,0,0,5,0,0,0,0,0,0,0,17
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 9,637,258,318,3,35,11,1,0,0,3,0,0,0,0,0,0,0,8,,638,258,319,3,35,11,1,0,0,3,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 10,690,297,353,3,23,6,0,2,0,3,0,0,0,0,0,0,0,3,,692,297,355,3,23,6,0,2,0,3,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 11,711,359,295,3,40,7,0,1,0,3,0,0,0,0,0,0,0,3,,711,359,295,3,40,7,0,1,0,3,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 12,614,269,308,3,22,8,0,0,0,1,0,0,0,0,0,0,0,3,,613,269,307,3,22,8,0,0,0,1,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 13,723,218,427,1,38,28,2,1,0,0,0,0,0,0,0,0,0,8,,724,218,428,1,38,28,2,1,0,0,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 14,728,303,372,3,37,7,0,0,0,0,0,0,0,0,0,0,0,6,,728,303,372,3,37,7,0,0,0,0,0,0,0,0,0,0,0,6
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 15,1168,432,621,7,70,24,1,0,0,1,0,0,0,0,0,0,0,12,,1167,432,620,7,70,24,1,0,0,1,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 16,1002,304,606,7,39,31,0,1,0,3,0,0,0,0,0,0,0,11,,1002,304,606,7,39,31,0,1,0,3,0,0,0,0,0,0,0,11
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 17,881,301,536,5,22,11,0,0,0,0,1,0,0,0,0,0,0,5,,883,302,537,5,22,11,0,0,0,1,2,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 18,861,361,446,3,32,7,0,1,0,3,0,0,0,0,0,0,0,8,,862,361,447,3,32,7,0,1,0,3,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 19,679,269,356,2,37,10,0,0,0,0,0,0,0,0,0,0,0,5,,679,269,356,2,37,10,0,0,0,0,0,0,0,0,0,0,0,5
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 20,753,281,416,2,33,8,1,0,0,2,0,0,0,0,0,0,0,10,,753,281,416,2,33,8,1,0,0,2,0,0,0,0,0,0,0,10
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 21,650,207,401,2,26,9,0,1,0,0,0,0,0,0,0,0,0,4,,652,207,403,2,26,9,0,1,0,0,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 22,358,134,192,0,20,6,1,0,0,1,0,0,0,0,0,0,0,4,,359,134,193,0,20,6,1,0,0,1,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 23,688,269,360,3,35,13,0,2,0,0,0,0,0,0,0,0,0,6,,688,269,360,3,35,13,0,2,0,0,0,0,0,0,0,0,0,6
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 24,869,328,485,5,34,8,2,0,0,0,0,0,0,0,0,0,0,7,,870,328,486,5,34,8,2,0,0,0,0,0,0,0,0,0,0,7
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 25,797,347,370,8,46,13,1,0,0,1,0,0,0,0,0,0,0,11,,796,347,369,8,46,13,1,0,0,1,0,0,0,0,0,0,0,11
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 26,753,222,453,4,42,23,0,0,0,1,0,0,0,0,0,0,0,8,,753,222,453,4,42,23,0,0,0,1,0,0,0,0,2,0,0,6
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 27,300,77,200,0,4,10,0,0,0,0,1,0,0,0,0,0,0,8,,300,77,200,0,4,10,0,0,0,0,1,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 28,839,283,478,5,32,25,1,1,0,0,0,0,0,0,0,0,0,14,,839,283,478,5,32,25,1,1,0,0,0,0,0,0,0,0,0,14
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 29,1128,508,515,6,59,22,1,2,0,2,0,0,0,0,0,0,0,13,,1128,508,515,6,59,22,1,2,0,2,0,0,0,0,0,0,0,13
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 30,980,311,590,5,40,18,4,0,0,0,0,0,0,0,0,0,0,12,,980,311,590,5,40,18,4,0,0,0,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 31,1048,465,497,4,51,15,0,2,0,4,0,0,0,0,0,0,0,10,,1048,465,497,4,51,15,0,2,0,4,0,0,0,0,0,0,0,10
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 32,942,400,469,3,43,14,0,0,0,1,0,0,0,0,0,0,0,12,,942,400,469,3,43,14,0,0,0,1,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 33,625,275,302,4,31,6,1,1,0,1,0,0,0,0,0,0,0,4,,623,275,300,4,31,6,1,1,0,1,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 34,1236,598,552,2,58,13,0,0,0,1,0,0,0,0,0,0,0,12,,1236,598,552,2,58,13,0,0,0,1,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 35,826,421,359,2,28,10,0,1,0,1,0,0,0,0,0,0,0,4,,826,421,359,2,28,10,0,1,0,1,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 36,505,208,257,2,15,13,1,0,0,1,0,0,0,0,0,0,0,8,,505,208,257,2,15,13,1,0,0,1,0,0,0,0,0,0,0,8
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 37,861,418,394,4,38,4,0,0,0,0,0,0,0,0,0,0,0,3,,861,418,394,4,38,4,0,0,0,0,0,0,0,0,0,0,0,3
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 38,1083,486,526,5,35,25,1,0,0,0,0,0,0,0,0,0,0,5,,1083,486,526,5,35,25,1,0,0,1,0,0,0,0,0,0,0,4
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 39,1280,591,587,7,51,27,0,0,0,3,0,0,0,0,0,0,0,14,,1280,591,587,7,51,27,0,0,0,3,0,0,0,0,0,0,0,14
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 40,833,374,407,3,34,8,0,0,0,0,0,0,0,0,0,0,0,7,,833,374,407,3,34,8,0,0,0,0,0,0,0,0,0,0,0,7
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 41,445,231,185,3,16,4,0,0,0,5,0,0,0,0,0,0,0,1,,445,231,185,3,16,4,0,0,0,5,0,0,0,0,0,0,0,1
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 42,701,307,349,5,23,7,1,0,0,0,0,0,0,0,0,0,0,9,,701,307,349,5,23,7,1,0,0,0,0,0,0,0,0,0,0,9
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 43,1199,608,526,5,31,16,0,0,0,1,0,0,0,0,0,0,0,12,,1200,608,527,5,31,16,0,0,0,3,0,0,0,0,0,0,0,10
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 44,1563,781,682,5,51,21,1,1,0,0,0,0,0,0,0,0,0,21,,1563,781,682,5,51,21,1,1,0,0,0,0,0,0,0,0,0,21
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 45,1770,1005,675,2,48,11,0,0,0,7,0,0,0,0,0,0,0,22,,1770,1005,675,2,48,11,0,0,0,7,0,0,0,0,0,0,0,22
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 46,1294,576,627,6,50,18,0,1,0,2,0,0,0,0,0,0,0,14,,1294,576,627,6,50,18,0,1,0,4,0,0,0,0,0,0,0,12
BROWN ,CITY OF GREEN BAY,CITY OF GREEN BAY Ward 47,1490,820,565,3,58,20,0,0,0,6,2,0,0,0,0,0,0,16,,1496,822,569,3,58,20,0,0,0,6,4,0,0,0,0,0,0,14
BUFFALO ,TOWN OF ALMA,TOWN OF ALMA Ward 1,182,95,79,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,,182,95,78,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF BELVIDERE,TOWN OF BELVIDERE Ward 1,255,149,94,1,6,1,0,0,0,0,0,0,0,0,0,0,0,4,,254,149,94,1,6,1,0,0,0,0,0,0,0,0,0,0,0,3
BUFFALO ,TOWN OF BUFFALO,TOWN OF BUFFALO Ward 1,398,225,151,3,9,6,0,1,0,1,0,0,0,0,0,0,0,2,,397,224,150,3,9,6,0,1,0,1,0,0,0,0,0,0,0,3
BUFFALO ,TOWN OF CANTON,TOWN OF CANTON Ward 1,141,80,53,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,141,80,53,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF CROSS,TOWN OF CROSS Ward 1,202,132,58,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,,202,132,58,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1
BUFFALO ,TOWN OF DOVER,TOWN OF DOVER Ward 1,223,130,84,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,,221,128,84,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1
BUFFALO ,TOWN OF GILMANTON,TOWN OF GILMANTON Ward 1,203,128,62,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,,203,128,62,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF GLENCOE,TOWN OF GLENCOE Ward 1,232,165,64,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,232,165,64,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF LINCOLN,TOWN OF LINCOLN Ward 1,124,78,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,,124,78,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
BUFFALO ,TOWN OF MAXVILLE,TOWN OF MAXVILLE Ward 1,177,128,37,1,6,3,1,0,0,1,0,0,0,0,0,0,0,0,,177,129,37,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF MILTON,TOWN OF MILTON Ward 1,340,173,139,2,15,4,0,0,0,2,0,0,0,0,0,0,0,5,,340,173,139,2,15,4,0,0,0,2,0,0,0,0,0,0,0,5
BUFFALO ,TOWN OF MODENA,TOWN OF MODENA Ward 1,162,90,66,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,,162,90,66,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2
BUFFALO ,TOWN OF MONDOVI,TOWN OF MONDOVI Ward 1,251,157,82,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,,251,157,82,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF MONTANA,TOWN OF MONTANA Ward 1,141,95,39,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,141,95,39,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
BUFFALO ,TOWN OF NAPLES,TOWN OF NAPLES Ward 1,368,240,103,3,20,1,0,0,0,0,0,0,0,0,0,0,0,1,,368,241,102,3,20,1,0,0,0,0,0,0,0,0,0,0,0,1
BUFFALO ,TOWN OF NELSON,TOWN OF NELSON Ward 1,317,210,88,1,11,4,0,0,0,0,0,0,0,0,0,0,0,3,,317,210,88,1,11,4,0,0,0,0,0,0,0,0,0,0,0,3
BUFFALO ,TOWN OF WAUMANDEE,TOWN OF WAUMANDEE Ward 1,292,188,87,2,10,2,1,0,0,0,0,0,0,0,0,0,0,2,,292,188,87,2,10,2,1,0,0,0,0,0,0,0,0,0,0,2
BUFFALO ,VILLAGE OF COCHRANE,VILLAGE OF COCHRANE Ward 1,201,105,82,2,8,2,0,0,0,0,0,0,0,0,0,0,0,2,,201,105,82,2,8,2,0,0,0,0,0,0,0,0,0,0,0,2
BUFFALO ,VILLAGE OF NELSON,VILLAGE OF NELSON Ward 1,174,88,63,1,12,3,2,0,0,1,0,0,0,0,0,0,0,4,,174,88,63,1,12,3,2,0,0,1,0,0,0,0,0,0,0,4
BUFFALO ,CITY OF ALMA,CITY OF ALMA Wards 1-2,423,225,176,3,6,5,0,0,0,1,0,0,0,0,0,0,0,7,,420,225,173,3,6,5,0,0,0,1,0,0,0,0,0,0,0,7
BUFFALO ,CITY OF BUFFALO CITY,CITY OF BUFFALO CITY Ward 1,611,323,251,5,23,6,0,0,0,0,0,0,0,0,0,0,0,3,,611,323,251,5,23,6,0,0,0,0,0,0,0,0,0,0,0,3
BUFFALO ,CITY OF FOUNTAIN CITY,CITY OF FOUNTAIN CITY Ward 1-2,409,192,190,1,12,5,0,0,0,4,0,0,0,0,0,0,0,5,,409,192,190,1,12,5,0,0,0,4,0,0,0,0,0,0,0,5
BUFFALO ,CITY OF MONDOVI,CITY OF MONDOVI Wards 1-3,1162,653,443,5,35,9,1,0,0,2,0,0,0,0,0,0,0,14,,1162,653,443,5,35,9,1,0,0,5,0,0,0,0,0,0,0,11
BURNETT ,TOWN OF ANDERSON,TOWN OF ANDERSON Ward 1,249,172,64,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,,249,172,64,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF BLAINE,TOWN OF BLAINE Ward 1,101,66,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,101,66,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF DANIELS,TOWN OF DANIELS Ward 1,377,251,102,5,11,3,1,0,0,4,0,0,0,0,0,0,0,0,,375,251,102,5,11,3,1,0,0,2,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF DEWEY,TOWN OF DEWEY Ward 1,280,166,94,4,12,3,0,1,0,0,0,0,0,0,0,0,0,0,,279,166,94,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF GRANTSBURG,TOWN OF GRANTSBURG Ward 1-3,563,365,163,9,18,6,1,0,0,1,0,0,0,0,0,0,0,0,,563,365,163,9,18,6,1,0,0,1,0,0,0,0,0,0,0,0
BURNETT ,TOWN OF JACKSON,TOWN OF JACKSON Ward 1,570,321,232,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,570,321,232,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
